1386150.0,1386826.0,1402923.0,1449304.0,1461276.0,1463049.0,1474619.0,1477199.0,1499169.0,1504344.0,1548769.0,1570420.0,1600409.0,1602209.0,1609813.0,1613320.0,1642320.0,1643310.0,1664032.0,1677615.0,1702629.0,1705729.0,1735528.0,1737927.0,1758311.0,1776471.0,1779839.0,1788198.0,1800453.0,1825237.0,1845406.0,1884895.0,1887786.0,1888735.0,1890913.0,1903002.0,1928730.0,1936966.0,1944268.0,1954810.0,1957865.0,1962038.0,1967936.0,1969217.0,1970190.0,1970367.0,1991997.0,1993184.0,1996900.0,2014560.0,2016038.0,2025715.0,2045925.0,2075592.0,2080418.0,2085136.0,2098949.0,2105115.0,2105944.0
1295211.0,1327675.0,1378157.0,1407630.0,1458432.0,1471193.0,1517746.0,1528829.0,1566169.0,1576253.0,1583843.0,1586758.0,1601018.0,1603241.0,1604639.0,1605545.0,1616452.0,1627189.0,1634242.0,1634292.0,1635255.0,1647180.0,1697252.0,1703346.0,1708650.0,1716012.0,1731309.0,1734947.0,1740858.0,1751919.0,1761063.0,1775224.0,1792213.0,1792708.0,1818033.0,1820500.0,1825190.0,1828179.0,1842109.0,1850119.0,1850363.0,1851187.0,1854343.0,1856129.0,1859949.0,1860823.0,1870227.0,1880938.0,1885159.0,1885339.0,1885953.0,1901701.0,1902944.0,1911482.0,1914933.0,1916095.0,1928761.0,1930875.0,1932030.0,1953796.0
1193412.0,1301589.0,1355126.0,1409377.0,1423363.0,1430011.0,1456450.0,1463365.0,1484335.0,1520784.0,1564446.0,1577111.0,1602683.0,1611391.0,1626684.0,1666159.0,1678206.0,1679521.0,1683557.0,1684320.0,1688997.0,1699961.0,1720586.0,1732682.0,1757759.0,1778307.0,1798511.0,1802820.0,1806843.0,1809251.0,1821363.0,1840691.0,1841640.0,1845933.0,1860242.0,1860600.0,1871578.0,1874104.0,1884535.0,1897632.0,1901173.0,1925077.0,1927455.0,1942938.0,1946316.0,1953729.0,1956495.0,1964499.0,1967749.0,1976084.0,1981508.0,2008041.0,2011499.0,2020864.0,2030273.0,2040536.0,2059923.0,2060379.0,2069648.0,2070841.0,2075289.0,2105172.0,2110603.0
1289628.0,1329871.0,1339140.0,1352987.0,1379879.0,1416437.0,1427993.0,1438878.0,1499537.0,1503419.0,1520268.0,1521735.0,1544686.0,1608587.0,1625584.0,1629765.0,1636084.0,1637277.0,1643173.0,1650235.0,1658135.0,1683465.0,1702809.0,1710956.0,1729908.0,1738080.0,1743128.0,1743291.0,1752405.0,1779306.0,1783706.0,1785436.0,1791614.0,1792436.0,1836064.0,1837568.0,1846482.0,1854750.0,1855147.0,1864337.0,1868160.0,1869870.0,1887249.0,1890599.0,1893923.0,1896263.0,1909651.0,1912929.0,1922590.0,1932171.0,1932723.0,1936392.0,1938954.0,1941767.0,1953757.0,1970317.0,1977482.0
1153705.0,1180726.0,1223241.0,1247088.0,1252519.0,1271745.0,1313496.0,1334845.0,1340474.0,1418802.0,1419218.0,1481890.0,1510615.0,1521412.0,1560316.0,1561517.0,1561607.0,1576403.0,1599555.0,1601565.0,1608160.0,1617470.0,1621759.0,1641609.0,1649543.0,1671927.0,1686370.0,1699653.0,1702664.0,1706805.0,1721118.0,1725537.0,1751426.0,1754815.0,1775544.0,1781660.0,1803832.0,1809220.0,1824574.0,1839444.0,1844625.0,1881523.0,1893739.0,1912955.0,1918613.0,1924130.0,1929355.0,1939266.0,1950107.0,1950824.0,1953535.0,1956915.0,1978872.0,1980769.0,1987990.0,1993190.0
