196012.0,196012.0,196391.0,196391.0
196928.0,196953.0,197077.0,197106.0,197213.0,197060.0,197385.0
197221.0,197326.0
197038.0,197038.0,197211.0,197552.0,197280.0,197552.0,197552.0,197166.0,197262.0,196887.0

