532097.0,620852.0,621383.5,643135.0,646564.0,656449.5,661876.5,685921.5,700189.0,703293.0,708893.5,723505.0,734419.0,754409.0,754575.5,754705.0,759326.0,769365.5,770880.0,779269.0,779432.0,781180.0,786225.0,809855.5,823375.5,825620.0,828503.5,832661.0,836491.5,840754.5,840904.5,855039.5,860151.0,861486.5,863675.5,863940.0,868096.5,869337.0,872791.0,874525.5,882589.5,894302.0,895579.0,904483.5,906969.5,910992.0,928763.5,936661.0,941906.0,945138.0,947651.0,947954.0,949577.0,952762.5
398203.5,564325.5,569947.5,588518.0,589279.5,593886.5,599045.0,648128.5,649808.5,656034.5,668545.0,681369.5,695189.0,711767.5,714917.0,722759.0,729381.0,741080.5,742039.5,751048.5,753549.0,763790.0,766325.5,778623.0,793806.0,794789.0,798637.5,798701.5,802329.0,804659.0,809862.5,810497.0,812731.0,818568.5,820758.5,825642.5,827638.5,829612.5,844337.0,846170.0,847782.0,859330.5,861033.0,865015.0,874015.0,875182.5,877896.5,882207.0,888253.0,890123.0
389733.5,444502.0,445886.5,477917.0,519991.0,522052.0,527821.5,565200.0,586920.0,593102.5,617653.5,618366.5,620471.5,638177.5,647373.0,696174.0,700924.0,703600.5,708268.0,729021.5,738604.5,746066.5,751800.0,763569.5,763796.0,767324.5,775386.5,783267.0,787885.0,806793.0,808383.0,808878.5,810770.5,816163.5,820894.5,823626.5,824819.5,826002.0,827786.5,828583.5,842681.0,846320.5,846724.5,856295.5,861382.0,861804.5,867694.0,868487.5,869662.5,880107.5,880744.0,887522.5,894551.0,902731.0,903675.5,907332.0,912326.5,912663.5,917165.0,922876.5,924726.5,926063.0
476468.0,505434.5,579198.0,587430.5,593585.5,616102.5,616289.5,618750.0,629041.0,637323.0,652314.5,653701.0,662581.0,666508.5,681259.0,700595.5,704580.5,721908.5,728194.0,734833.0,736982.0,749006.5,752383.0,753087.5,759814.0,761303.5,768707.5,772223.5,775605.0,779328.5,782350.0,786993.0,790149.0,797941.0,798451.0,801931.5,815697.0,816767.0,817007.0,818916.0,829389.5,835859.0,837331.5,838024.0,856259.5,857793.5,870886.5,876818.0,877691.0,886560.0,893200.5,895113.0,899909.5,907646.5,909638.5,911033.0,911285.5,912089.0,917040.0
407415.0,475560.5,557753.5,567753.0,590470.0,598090.0,602789.5,613853.5,627092.5,631382.0,634640.0,641948.0,650161.0,651478.5,653919.5,654084.0,659471.5,660508.0,673144.0,695911.0,699536.0,707789.0,712256.5,715996.0,727132.0,735219.0,737912.5,737914.5,738639.0,742961.5,749339.0,752283.0,752697.0,757847.0,763508.5,771838.5,775809.5,777923.0,785447.0,788840.5,792041.0,792945.5,795941.5,801692.0,803158.0,804263.0,804423.5,810967.5,813468.5,816449.5,817474.0,817482.5,820847.5,823925.5,825876.5,826984.0,828044.0,828383.0,829780.5,829900.5,835321.5,836262.5,842318.0,858427.5,862909.0,863423.5,869201.5,875441.5,881865.5
