396391.0,396391.0,396416.0,396184.0
396898.0,396942.0,397088.0,397102.0,397264.0,397414.0,397557.0
397216.0,397368.0
397018.0,397011.0,397479.0,397521.0,397512.0,397122.0,397150.0,397150.0,396398.0,396351.0

