98610.0,95112.5,68791.0,98741.0,85829.5,92989.0,92361.0,98355.0,104398.0,95949.0
93581.5,87287.0,91526.5,92005.0,89977.5,69079.0,98364.5,101795.5,73021.5,89671.5,94198.0,97569.0
93432.0,96606.5,92101.5,84132.0,89970.5,96669.5,105354.5
70179.0,89659.0,72820.5,86059.0,104860.5,97319.0,96614.0,107287.0,111161.5,99757.5,79021.5,85219.5,82437.5,104113.0,96159.0
67251.0,66276.5,71340.5,99022.0,100877.0
