53154.5,50443.0,51209.5,46388.5
45606.0,43065.5,50880.5,50033.0,49129.5,49456.5,49411.0
53098.5,55995.0
43019.0,34058.5,45616.0,54528.0,53717.0,52365.0,49243.0,55112.0,54317.0,44675.5

