189057.0,150291.0,184948.0,162846.0
180707.0,138838.0,173861.0,151607.0,170045.0,165319.0,155631.0
166636.0,192349.0
159841.0,176023.0,145251.0,190217.0,179751.0,163940.0,165827.0,170881.0,167631.0,177683.0

